Id,District_Name,Neighborhood_Name,Street,Weekday,Month,Day,Hour,Part_of_the_day,Mild_injuries,Serious_injuries,Victims,Vehicles_involved,Longitude,Latitude,year,Date
2017S007602    ,Horta-Guinardo,el Guinardó,Varsòvia / Lluís Sagnier                          ,Thursday,9,14,11,Morning,1,0,1,2,2.176643,41.424062,2017,2017-09-14
2017S005393    ,Horta-Guinardo,el Guinardó,Maragall                                          ,Tuesday,6,20,9,Morning,1,0,1,2,2.177856,41.423337,2017,2017-06-20
2017S006253    ,Horta-Guinardo,el Guinardó,Mare de Déu de Montserrat                         ,Tuesday,7,18,4,Night,1,0,1,1,2.176198,41.424724,2017,2017-07-18
2017S004556    ,Horta-Guinardo,el Guinardó,Trobador / Amèrica                                ,Tuesday,5,23,12,Morning,1,0,1,1,2.178158,41.415347,2017,2017-05-23
2017S005575    ,Nou Barris,Canyelles,Favència                                          ,Monday,6,26,18,Afternoon,1,0,1,2,2.166393,41.441865,2017,2017-06-26
2017S000914    ,Nou Barris,les Roquetes,PLA DE FORNELLS / Cantera                         ,Thursday,2,2,20,Afternoon,1,0,1,1,2.176558,41.446723,2017,2017-02-02
2017S001880    ,Nou Barris,Canyelles,RDA DALT (BESÒS)                                  ,Tuesday,3,7,18,Afternoon,1,0,1,2,2.164046,41.440748,2017,2017-03-07
2017S007701    ,Nou Barris,les Roquetes,Pla de Fornells                                   ,Sunday,9,17,16,Afternoon,1,0,1,1,2.175283,41.448386,2017,2017-09-17
2017S003747    ,Nou Barris,Vallbona,C-17 (Puigcerdà)                                  ,Thursday,4,27,16,Afternoon,3,0,3,3,2.18307,41.4302,2017,2017-04-27
2017S004404    ,Nou Barris,Canyelles,B-20 (Llobregat)                                  ,Thursday,5,18,8,Morning,2,0,2,2,2.165266,41.440905,2017,2017-05-18
2017S000276    ,Nou Barris,Canyelles,RDA DALT(LLOBREGAT                                ,Thursday,1,12,7,Morning,1,0,1,3,2.16847,41.442106,2017,2017-01-12
2017S003693    ,Nou Barris,Vallbona,Artés                                             ,Tuesday,4,25,17,Afternoon,0,0,0,1,2.179041,41.46747,2017,2017-04-25
2017S001079    ,Nou Barris,la Guineueta,MARIE CURIE / Marne                               ,Wednesday,1,4,8,Morning,2,0,2,2,2.167819,41.437341,2017,2017-01-04
2017S000125    ,Nou Barris,Verdun,RDA DALT (BESÒS)                                  ,Thursday,1,5,22,Night,0,0,0,1,2.161837,41.440123,2017,2017-01-05
2017S009860    ,Nou Barris,la Guineueta,Verdum                                            ,Monday,11,27,11,Morning,1,0,1,2,2.174015,41.437806,2017,2017-11-27
2017S008249    ,Nou Barris,la Guineueta,Esquirol Volador / Valldaura                      ,Friday,10,6,13,Morning,1,0,1,1,2.172467,41.438654,2017,2017-10-06
2017S000020    ,Nou Barris,la Guineueta,PG VALLDAURA / Pg Fabra i Puig                    ,Sunday,1,1,17,Afternoon,0,0,0,2,2.166306,41.43925,2017,2017-01-01
2017S006675    ,Nou Barris,la Guineueta,Verdum                                            ,Tuesday,8,1,22,Night,1,0,1,2,2.172525,41.436264,2017,2017-08-01
2017S004716    ,Nou Barris,la Guineueta,Valldaura                                         ,Monday,5,29,8,Morning,1,0,1,4,2.169155,41.439127,2017,2017-05-29
2017S001812    ,Nou Barris,la Trinitat Nova,AV MERIDIANA                                      ,Sunday,3,5,5,Night,3,0,3,2,2.187887,41.448932,2017,2017-03-05
2017S010625    ,Nou Barris,la Guineueta,Karl Marx                                         ,Saturday,12,23,18,Afternoon,1,0,1,1,2.161774,41.440827,2017,2017-12-23
2017S000452    ,Nou Barris,la Guineueta,PL REPÚBLICA                                      ,Tuesday,1,17,11,Morning,2,0,2,2,2.174038,41.438196,2017,2017-01-17
2017S006561    ,Nou Barris,la Guineueta,Valldaura                                         ,Thursday,7,27,22,Night,2,0,2,1,2.16642,41.439017,2017,2017-07-27
2017S001200    ,Nou Barris,la Guineueta,PG VALLDAURA                                      ,Monday,2,13,17,Afternoon,1,0,1,2,2.17322,41.438353,2017,2017-02-13
2017S009456    ,Nou Barris,la Trinitat Nova,B-20 (Llobregat)                                  ,Wednesday,11,15,8,Morning,1,0,1,2,2.181514,41.446245,2017,2017-11-15
2017S008894    ,Nou Barris,la Trinitat Nova,Favència / Pablo Iglesias                         ,Friday,10,27,11,Morning,3,0,3,2,2.183131,41.44658,2017,2017-10-27
2017S006255    ,Nou Barris,la Trinitat Nova,Fosca                                             ,Tuesday,7,18,6,Morning,1,0,1,2,2.183269,41.448271,2017,2017-07-18
2017S004107    ,Nou Barris,les Roquetes,Favència                                          ,Tuesday,5,9,10,Morning,3,0,3,3,2.177977,41.446024,2017,2017-05-09
2017S002253    ,Nou Barris,la Trinitat Nova,AIGUABLAVA                                        ,Tuesday,3,21,1,Night,1,0,1,1,2.182179,41.449256,2017,2017-03-21
2017S009049    ,Nou Barris,la Trinitat Nova,Dalt (Besòs)                                      ,Thursday,11,2,15,Afternoon,3,0,3,4,2.187422,41.447051,2017,2017-11-02
2017S006862    ,Nou Barris,les Roquetes,Favència                                          ,Monday,8,7,13,Morning,0,0,0,2,2.176856,41.445719,2017,2017-08-07
2017S001353    ,Nou Barris,les Roquetes,VIDAL I GUASCH / Pla de Fornells                  ,Friday,2,17,22,Night,2,0,2,2,2.175654,41.447683,2017,2017-02-17
2017S003123    ,Nou Barris,les Roquetes,Dalt (Besòs)                                      ,Tuesday,4,4,19,Afternoon,1,0,1,2,2.14429,41.428936,2017,2017-04-04
2017S001073    ,Nou Barris,la Trinitat Nova,RDA DALT (BESÒS)                                  ,Wednesday,2,8,15,Afternoon,1,0,1,3,2.181684,41.446499,2017,2017-02-08
2017S000217    ,Nou Barris,les Roquetes,LLOPIS / Torres                                   ,Tuesday,1,3,7,Morning,1,0,1,1,2.176756,41.446948,2017,2017-01-03
2017S009508    ,Nou Barris,la Trinitat Nova,S'Agaró / Pedrosa                                 ,Thursday,11,16,13,Morning,2,0,2,2,2.187032,41.447547,2017,2017-11-16
2017S001871    ,Nou Barris,les Roquetes,ALMANSA / Via Favència                            ,Tuesday,3,7,13,Morning,1,0,1,1,2.17413,41.444434,2017,2017-03-07
2017S006851    ,Nou Barris,la Trinitat Nova,Meridiana                                         ,Tuesday,8,8,21,Afternoon,1,0,1,3,2.188254,41.450324,2017,2017-08-08
2017S006586    ,Nou Barris,la Trinitat Nova,Meridiana                                         ,Friday,7,28,20,Afternoon,2,0,2,2,2.187968,41.449756,2017,2017-07-28
2017S001320    ,Nou Barris,la Trinitat Nova,RDA DALT (BESÒS)                                  ,Friday,2,17,7,Morning,2,0,2,3,2.175769,41.445142,2017,2017-02-17
2017S008701    ,Nou Barris,la Trinitat Nova,Dalt (Besòs)                                      ,Saturday,10,21,6,Morning,0,0,0,1,2.181684,41.446499,2017,2017-10-21
2017S009060    ,Nou Barris,les Roquetes,Bosc de Roquetes                                  ,Thursday,11,2,18,Afternoon,2,0,2,1,2.178812,41.449518,2017,2017-11-02
2017S008324    ,Nou Barris,la Prosperitat,Rio de Janeiro / Valldaura                        ,Monday,10,9,9,Morning,1,0,1,1,2.18174,41.439262,2017,2017-10-09
2017S000845    ,Nou Barris,la Prosperitat,PG VALLDAURA / Pg Andreu Nin                      ,Wednesday,2,1,8,Morning,1,0,1,2,2.183364,41.439463,2017,2017-02-01
2017S007202    ,Nou Barris,la Prosperitat,Conveni                                           ,Sunday,8,27,20,Afternoon,2,0,2,2,2.185592,41.443054,2017,2017-08-27
2017S007107    ,Nou Barris,la Prosperitat,Favència / Júlia                                  ,Monday,8,21,21,Afternoon,4,0,4,2,2.179592,41.446074,2017,2017-08-21
2017S002454    ,Nou Barris,Vilapicina i la Torre Llobeta,PABLO IGLESIAS / Vesuvi                           ,Monday,3,27,17,Afternoon,1,0,1,1,2.183146,41.445891,2017,2017-03-27
2017S000866    ,Nou Barris,la Prosperitat,ARTESANIA                                         ,Wednesday,2,1,17,Afternoon,2,0,2,2,2.174012,41.440202,2017,2017-02-01
2017S006991    ,Nou Barris,Verdun,Pare Rodés                                        ,Monday,8,14,21,Afternoon,0,0,0,1,2.17567,41.440542,2017,2017-08-14
2017S003845    ,Nou Barris,la Prosperitat,Valldaura / Artesania                             ,Sunday,4,30,13,Morning,1,0,1,2,2.17631,41.438582,2017,2017-04-30
2017S005335    ,Nou Barris,Porta,Fabra i Puig / Vèlia                              ,Sunday,6,18,16,Afternoon,1,0,1,2,2.18082,41.430218,2017,2017-06-18
2017S006795    ,Nou Barris,Porta,Vèlia                                             ,Sunday,8,6,7,Morning,1,0,1,1,2.180709,41.43133,2017,2017-08-06
2017S005227    ,Nou Barris,Porta,Alella / Malgrat                                  ,Thursday,6,15,7,Morning,1,0,1,2,2.179912,41.43144,2017,2017-06-15
2017S010425    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig / Meridiana                          ,Sunday,12,17,14,Afternoon,1,0,1,2,2.183461,41.430191,2017,2017-12-17
2017S005741    ,Nou Barris,Porta,Piferrer / Deià                                   ,Sunday,7,2,6,Morning,0,0,0,3,2.177931,41.432532,2017,2017-07-02
2017S007195    ,Nou Barris,Porta,Escultor Ordóñez                                  ,Sunday,8,27,12,Morning,1,0,1,3,2.178753,41.438342,2017,2017-08-27
2017S004727    ,Nou Barris,Porta,Piferrer                                          ,Monday,5,29,15,Afternoon,1,0,1,2,2.177357,41.431986,2017,2017-05-29
2017S007730    ,Nou Barris,Vilapicina i la Torre Llobeta,Cartellà / Pintor Casas                           ,Monday,9,18,21,Afternoon,1,0,1,2,2.170815,41.428213,2017,2017-09-18
2017S002495    ,Nou Barris,Vilapicina i la Torre Llobeta,PG FABRA I PUIG                                   ,Tuesday,3,28,21,Afternoon,0,0,0,2,2.170738,41.430503,2017,2017-03-28
2017S006170    ,Nou Barris,Vilapicina i la Torre Llobeta,Costa i Cuxart                                    ,Saturday,7,15,10,Morning,1,0,1,1,2.173836,41.427633,2017,2017-07-15
2017S003971    ,Nou Barris,Vilapicina i la Torre Llobeta,Joan Alcover / Baró d'Esponellà                   ,Thursday,5,4,16,Afternoon,0,0,0,1,2.173247,41.429756,2017,2017-05-04
2017S009661    ,Nou Barris,Vilapicina i la Torre Llobeta,Arnau d'Oms                                       ,Tuesday,11,21,8,Morning,1,0,1,2,2.177459,41.429078,2017,2017-11-21
2017S001490    ,Nou Barris,Vilapicina i la Torre Llobeta,RAMON ALBÓ / Felip II                             ,Thursday,2,23,7,Morning,1,0,1,2,2.177232,41.427793,2017,2017-02-23
2017S010126    ,Nou Barris,Vilapicina i la Torre Llobeta,Arnau d'Oms                                       ,Monday,12,4,20,Afternoon,1,0,1,2,2.177462,41.429262,2017,2017-12-04
2017S009566    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall / Escultor Llimona                       ,Friday,11,17,14,Afternoon,1,0,1,1,2.167197,41.42758,2017,2017-11-17
2017S003808    ,Nou Barris,el Turó de la Peira,Travau                                            ,Saturday,4,29,4,Night,0,0,0,11,2.167768,41.431571,2017,2017-04-29
2017S010205    ,Nou Barris,el Turó de la Peira,Travau / Canfranc                                 ,Thursday,12,7,16,Afternoon,2,0,2,1,2.167298,41.431535,2017,2017-12-07
2017S001558    ,Nou Barris,el Turó de la Peira,PG FABRA I PUIG / Vilapicina                      ,Friday,2,24,20,Afternoon,1,0,1,2,2.171943,41.430349,2017,2017-02-24
2017S003524    ,Nou Barris,el Turó de la Peira,Rosario Pi                                        ,Thursday,4,20,12,Morning,1,0,1,1,2.171813,41.431545,2017,2017-04-20
2017S004708    ,Nou Barris,Porta,Valldaura                                         ,Sunday,5,28,12,Morning,1,0,1,1,2.182588,41.439233,2017,2017-05-28
2017S009877    ,Nou Barris,Porta,Pintor Alsamora                                   ,Saturday,11,25,20,Afternoon,2,0,2,2,2.180093,41.434577,2017,2017-11-25
2017S007779    ,Nou Barris,Porta,Rio de Janeiro / Valldaura                        ,Wednesday,9,20,12,Morning,1,0,1,2,2.18174,41.439262,2017,2017-09-20
2017S009462    ,Nou Barris,Porta,Maladeta                                          ,Wednesday,11,15,11,Morning,1,0,1,2,2.173315,41.433998,2017,2017-11-15
2017S009489    ,Nou Barris,Porta,Deià / Andratx                                    ,Wednesday,11,15,15,Afternoon,1,0,1,2,2.174309,41.434192,2017,2017-11-15
2017S004858    ,Nou Barris,Porta,Garrofers                                         ,Friday,6,2,13,Morning,1,0,1,1,2.177589,41.437669,2017,2017-06-02
2017S006841    ,Nou Barris,el Turó de la Peira,Doctor Pi i Molist / Alcúdia                      ,Tuesday,8,8,13,Morning,3,0,3,2,2.172779,41.43405,2017,2017-08-08
2017S004523    ,Nou Barris,Porta,Pintor Alsamora / Rio de Janeiro                  ,Monday,5,22,12,Morning,0,1,1,2,2.179735,41.434866,2017,2017-05-22
2017S005971    ,Sant Andreu,la Sagrera,Meridiana / Cardenal Tedeschini                   ,Sunday,7,9,15,Afternoon,0,0,0,1,2.186229,41.425541,2017,2017-07-09
2017S006141    ,Sant Andreu,la Sagrera,Meridiana                                         ,Friday,7,14,13,Morning,1,0,1,2,2.185776,41.425694,2017,2017-07-14
2017S001666    ,Sant Andreu,el Congrés i els Indians,FELIP II                                          ,Tuesday,2,28,22,Night,1,0,1,2,2.183694,41.422648,2017,2017-02-28
2017S009946    ,Sant Andreu,el Congrés i els Indians,Cienfuegos                                        ,Wednesday,11,29,11,Morning,1,0,1,2,2.182899,41.42411,2017,2017-11-29
2017S008082    ,Sant Andreu,la Sagrera,Meridiana / Pegàs                                 ,Saturday,9,30,16,Afternoon,1,0,1,1,2.186229,41.425541,2017,2017-09-30
2017S003249    ,Sant Andreu,la Sagrera,Meridiana                                         ,Saturday,4,8,14,Afternoon,3,0,3,2,2.187234,41.421089,2017,2017-04-08
2017S010725    ,Sant Andreu,la Sagrera,Meridiana                                         ,Thursday,12,28,14,Afternoon,1,0,1,2,2.187234,41.421089,2017,2017-12-28
2017S005216    ,Sant Andreu,la Sagrera,Felip II / Clot                                   ,Wednesday,6,14,16,Afternoon,1,0,1,2,2.191268,41.417078,2017,2017-06-14
2017S003477    ,Sant Andreu,la Sagrera,Felip II / Clot                                   ,Wednesday,4,19,7,Morning,1,0,1,2,2.191268,41.417078,2017,2017-04-19
2017S006341    ,Sant Andreu,la Sagrera,Felip II / Clot                                   ,Thursday,7,20,14,Afternoon,1,0,1,1,2.191268,41.417078,2017,2017-07-20
2017S004068    ,Sant Andreu,la Sagrera,Pacífic / Monlau                                  ,Monday,5,8,14,Afternoon,0,0,0,1,2.190381,41.425749,2017,2017-05-08
2017S010008    ,Sant Andreu,la Sagrera,Meridiana                                         ,Thursday,11,30,19,Afternoon,1,0,1,2,2.184996,41.427919,2017,2017-11-30
2017S000332    ,Sant Andreu,Sant Andreu,SANT ADRIÀ                                        ,Friday,1,13,15,Afternoon,1,0,1,2,2.18994,41.434007,2017,2017-01-13
2017S008024    ,Sant Andreu,Sant Andreu,Residència                                        ,Friday,9,29,3,Night,1,0,1,2,2.191344,41.439814,2017,2017-09-29
2017S006868    ,Sant Andreu,Sant Andreu,Fernando Pessoa                                   ,Wednesday,8,9,13,Morning,1,0,1,2,2.192918,41.44163,2017,2017-08-09
2017S003140    ,Sant Andreu,Sant Andreu,Andana de l'Estació                               ,Wednesday,4,5,10,Morning,1,0,1,1,2.193999,41.442591,2017,2017-04-05
2017S009441    ,Sant Andreu,Sant Andreu,Palomar                                           ,Tuesday,11,14,16,Afternoon,1,0,1,2,2.19202,41.442281,2017,2017-11-14
2017S009119    ,Sant Andreu,Sant Andreu,Malats / Orfila                                   ,Saturday,11,4,16,Afternoon,2,0,2,2,2.191416,41.436041,2017,2017-11-04
2017S003842    ,Sant Andreu,Sant Andreu,Josep Soldevila / Sant Adrià                      ,Sunday,4,30,14,Afternoon,0,0,0,1,2.19322,41.434537,2017,2017-04-30
2017S008705    ,Sant Andreu,Sant Andreu,Gran de Sant Andreu                               ,Saturday,10,21,12,Morning,1,0,1,2,2.189467,41.437385,2017,2017-10-21
2017S005719    ,Sant Andreu,Navas,Espronceda / Sant Antoni Maria Claret             ,Friday,6,30,21,Afternoon,0,0,0,2,2.185672,41.419629,2017,2017-06-30
2017S006968    ,Sant Andreu,Navas,Meridiana                                         ,Monday,8,14,11,Morning,1,0,1,2,2.186449,41.417095,2017,2017-08-14
2017S002247    ,Sant Andreu,Sant Andreu,MALLORCA / Biscaia                                ,Monday,3,20,19,Afternoon,1,0,1,2,2.190113,41.414542,2017,2017-03-20
2017S009603    ,Sant Andreu,Navas,Sant Antoni Maria Claret / Las Navas de Tolosa    ,Saturday,11,18,20,Afternoon,1,0,1,2,2.183348,41.417942,2017,2017-11-18
2017S007495    ,Sant Andreu,Navas,Meridiana                                         ,Saturday,9,9,5,Night,1,0,1,2,2.187229,41.419759,2017,2017-09-09
2017S000720    ,Sant Andreu,Navas,AV MERIDIANA                                      ,Friday,1,27,12,Morning,0,0,0,2,2.187224,41.4168,2017,2017-01-27
2017S005394    ,Sant Andreu,Navas,Teodor Llorente                                   ,Tuesday,6,20,10,Morning,1,0,1,2,2.180192,41.41911,2017,2017-06-20
2017S009019    ,Sant Andreu,Navas,Josep Estivill                                    ,Tuesday,10,31,23,Night,0,0,0,2,2.187336,41.417399,2017,2017-10-31
2017S007787    ,Sant Andreu,Sant Andreu,Segre / Borriana                                  ,Wednesday,9,20,16,Afternoon,1,0,1,2,2.194601,41.431096,2017,2017-09-20
2017S008819    ,Sant Andreu,Sant Andreu,Meridiana / Pintor Alsamora                       ,Wednesday,10,25,9,Morning,1,0,1,2,2.183658,41.434136,2017,2017-10-25
2017S010130    ,Sant Andreu,Sant Andreu,Meridiana                                         ,Monday,12,4,21,Afternoon,1,0,1,2,2.186914,41.443033,2017,2017-12-04
2017S005088    ,Sant Andreu,Sant Andreu,Meridiana                                         ,Saturday,6,10,11,Morning,1,0,1,2,2.18783,41.446563,2017,2017-06-10
2017S002556    ,Sant Andreu,Sant Andreu,GRAN SANT ANDREU                                  ,Thursday,3,30,17,Afternoon,0,0,0,1,2.18851,41.439448,2017,2017-03-30
2017S002361    ,Sant Andreu,Sant Andreu,VIA FAVÈNCIA / Ctra Ribes                         ,Friday,3,24,11,Morning,1,0,1,3,2.188536,41.446756,2017,2017-03-24
2017S007541    ,Sant Andreu,Sant Andreu,B-20 (Besòs)                                      ,Tuesday,9,12,6,Morning,1,0,1,3,2.187422,41.447051,2017,2017-09-12
2017S006239    ,Sant Andreu,Sant Andreu,Dalt (Llobregat)                                  ,Monday,7,17,18,Afternoon,1,0,1,2,2.193426,41.447055,2017,2017-07-17
2017S002349    ,Sant Andreu,Baró de Viver,RDA LITORAL(LLOBRE                                ,Thursday,3,23,21,Afternoon,1,0,1,2,2.20493,41.444642,2017,2017-03-23
2017S007413    ,Sant Andreu,la Trinitat Vella,B-20 (Besòs)                                      ,Tuesday,9,5,20,Afternoon,1,0,1,1,2.191975,41.447098,2017,2017-09-05
2017S003334    ,Sant Andreu,la Trinitat Vella,B-20 (Besòs)                                      ,Wednesday,4,12,13,Morning,2,0,2,3,2.143685,41.427872,2017,2017-04-12
2017S004923    ,Sant Andreu,la Trinitat Vella,Dalt (Llobregat)                                  ,Monday,6,5,6,Morning,0,0,0,1,2.193426,41.447055,2017,2017-06-05
2017S008348    ,Sant Andreu,la Trinitat Vella,Favència / Ribes                                  ,Tuesday,10,10,8,Morning,2,0,2,2,2.189605,41.446954,2017,2017-10-10
2017S003741    ,Sant Andreu,la Trinitat Vella,Dalt (Besòs)                                      ,Thursday,4,27,12,Morning,2,0,2,4,2.14429,41.428936,2017,2017-04-27
2017S004181    ,Sant Andreu,la Trinitat Vella,Dalt (Besòs)                                      ,Thursday,5,11,12,Morning,1,0,1,2,2.193281,41.447326,2017,2017-05-11
2017S005154    ,Sant Andreu,el Bon Pastor,Ferran Junoy                                      ,Monday,6,12,18,Afternoon,1,0,1,3,2.19549,41.438108,2017,2017-06-12
2017S001325    ,Sant Andreu,el Bon Pastor,POTOSÍ                                            ,Friday,2,17,11,Morning,1,0,1,2,2.200724,41.442801,2017,2017-02-17
2017S005120    ,Sant Andreu,Baró de Viver,Litoral (Llobregat)                               ,Sunday,6,11,23,Night,1,0,1,2,2.2018,41.392004,2017,2017-06-11
2017S001350    ,Sant Andreu,Baró de Viver,NUS TRINITAT                                      ,Friday,2,17,16,Afternoon,1,0,1,2,2.195784,41.447682,2017,2017-02-17
2017S001017    ,Sant Andreu,Baró de Viver,RDA DALT(LLOBREGAT                                ,Tuesday,2,7,13,Morning,1,0,1,2,2.193426,41.447055,2017,2017-02-07
2017S009372    ,Sant Andreu,la Trinitat Vella,C-17 (Puigcerdà)                                  ,Sunday,11,12,8,Morning,0,1,1,2,2.18883,41.454594,2017,2017-11-12
2017S007047    ,Sant Andreu,Sant Andreu,Camil Fabra / Dublín                              ,Thursday,8,17,16,Afternoon,0,0,0,1,2.18729,41.428625,2017,2017-08-17
2017S005487    ,Sant Andreu,el Bon Pastor,Fra Juníper Serra                                 ,Friday,6,23,8,Morning,1,0,1,2,2.202127,41.433709,2017,2017-06-23
2017S009098    ,Sant Andreu,el Bon Pastor,Sant Adrià / Ferran Junoy                         ,Friday,11,3,20,Afternoon,2,0,2,2,2.194653,41.435309,2017,2017-11-03
2017S000819    ,Sant Andreu,el Bon Pastor,PG ENRIC SANCHIS                                  ,Tuesday,1,31,6,Morning,1,0,1,1,2.204954,41.435678,2017,2017-01-31
2017S004387    ,Sant Andreu,el Bon Pastor,Santander                                         ,Wednesday,5,17,17,Afternoon,0,0,0,1,2.20438,41.430612,2017,2017-05-17
2017S007446    ,Sant Andreu,el Bon Pastor,Santander                                         ,Thursday,9,7,11,Morning,1,0,1,2,2.2052,41.431586,2017,2017-09-07
2017S002444    ,Sant Andreu,el Bon Pastor,ESTADELLA / Llinars del Vallès                    ,Monday,3,27,11,Morning,1,0,1,2,2.207089,41.435505,2017,2017-03-27
2017S003082    ,Sant Andreu,el Bon Pastor,Sant Adrià                                        ,Monday,4,3,20,Afternoon,1,0,1,1,2.196337,41.435667,2017,2017-04-03
2017S003984    ,Sant Andreu,el Bon Pastor,Arbeca                                            ,Friday,5,5,12,Morning,2,0,2,2,2.208092,41.438765,2017,2017-05-05
2017S005351    ,Sant Andreu,el Bon Pastor,Monterrey                                         ,Monday,6,19,8,Morning,1,0,1,2,2.206013,41.443445,2017,2017-06-19
2017S001377    ,Sant Andreu,el Bon Pastor,RDA LITORAL(LLOBRE                                ,Saturday,2,18,19,Afternoon,4,0,4,3,2.203828,41.445821,2017,2017-02-18
2017S008439    ,Sant Andreu,el Bon Pastor,Litoral (Besòs)                                   ,Friday,10,13,18,Afternoon,2,0,2,2,2.207175,41.442209,2017,2017-10-13
2017S000346    ,Sant Andreu,el Bon Pastor,CIUTAT D'ASUNCIÓN / Sant Adrià                    ,Friday,1,13,15,Afternoon,1,0,1,1,2.201066,41.435718,2017,2017-01-13
2017S003426    ,Sant Andreu,el Bon Pastor,Guayaquil                                         ,Saturday,4,15,19,Afternoon,1,0,1,2,2.206892,41.441853,2017,2017-04-15
2017S007534    ,Sant Andreu,el Bon Pastor,Potosí                                            ,Monday,9,11,18,Afternoon,1,0,1,2,2.200084,41.442978,2017,2017-09-11
2017S007168    ,Sant Marti,el Camp de l'Arpa del Clot,Meridiana                                         ,Friday,8,25,12,Morning,1,0,1,2,2.186595,41.415064,2017,2017-08-25
2017S010628    ,Sant Marti,el Camp de l'Arpa del Clot,Las Navas de Tolosa / Meridiana                   ,Sunday,12,24,0,Night,2,0,2,2,2.18689,41.415288,2017,2017-12-24
2017S008563    ,Sant Marti,el Camp de l'Arpa del Clot,Meridiana / Las Navas de Tolosa                   ,Wednesday,10,18,7,Morning,1,0,1,2,2.18689,41.415288,2017,2017-10-18
2017S009990    ,Sant Marti,el Camp de l'Arpa del Clot,Las Navas de Tolosa / Josep Estivill              ,Thursday,11,30,13,Morning,1,0,1,2,2.185477,41.416348,2017,2017-11-30
2017S001273    ,Sant Marti,el Camp de l'Arpa del Clot,NAVAS DE TOLOSA / Besalú                          ,Wednesday,2,15,14,Afternoon,1,0,1,2,2.185477,41.416348,2017,2017-02-15
2017S007487    ,Sant Marti,el Camp de l'Arpa del Clot,Las Navas de Tolosa / Indústria                   ,Friday,9,8,13,Morning,0,0,0,1,2.184414,41.417157,2017,2017-09-08
2017S010767    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria / Las Navas de Tolosa                   ,Saturday,12,30,14,Afternoon,1,0,1,3,2.184414,41.417157,2017,2017-12-30
2017S004769    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria                                         ,Wednesday,5,31,8,Morning,0,0,0,4,2.177179,41.411796,2017,2017-05-31
2017S008297    ,Sant Marti,el Camp de l'Arpa del Clot,Indústria / Independència                         ,Sunday,10,8,9,Morning,4,0,4,2,2.177733,41.4121,2017,2017-10-08
2017S000635    ,Sant Marti,el Camp de l'Arpa del Clot,INDEPENDÈNCIA                                     ,Tuesday,1,24,12,Morning,1,0,1,2,2.177505,41.412402,2017,2017-01-24
2017S002153    ,Sant Marti,el Camp de l'Arpa del Clot,INDEPENDÈNCIA / Còrsega                           ,Friday,3,17,13,Morning,1,0,1,2,2.178871,41.411217,2017,2017-03-17
2017S001202    ,Sant Marti,el Camp de l'Arpa del Clot,INDÚSTRIA / Sant Quintí                           ,Monday,2,13,19,Afternoon,1,0,1,2,2.178781,41.41293,2017,2017-02-13
2017S004838    ,Sant Marti,el Camp de l'Arpa del Clot,Freser / Xifré                                    ,Thursday,6,1,16,Afternoon,3,0,3,2,2.180183,41.411438,2017,2017-06-01
2017S006041    ,Sant Marti,el Camp de l'Arpa del Clot,València / Independència                          ,Tuesday,7,11,20,Afternoon,1,0,1,1,2.183407,41.407785,2017,2017-07-11
2017S009733    ,Sant Marti,el Camp de l'Arpa del Clot,Aragó                                             ,Thursday,11,23,8,Morning,1,0,1,2,2.184103,41.406326,2017,2017-11-23
2017S009818    ,Sant Marti,el Camp de l'Arpa del Clot,Aragó                                             ,Saturday,11,25,17,Afternoon,1,0,1,2,2.184593,41.407213,2017,2017-11-25
2017S003139    ,Sant Marti,el Camp de l'Arpa del Clot,Mallorca                                          ,Wednesday,4,5,10,Morning,1,0,1,2,2.18285,41.40892,2017,2017-04-05
2017S005983    ,Sant Marti,el Camp de l'Arpa del Clot,Meridiana / Aragó                                 ,Monday,7,10,7,Morning,1,0,1,2,2.186855,41.408523,2017,2017-07-10
2017S007522    ,Sant Marti,el Camp de l'Arpa del Clot,Meridiana / Aragó                                 ,Sunday,9,10,15,Afternoon,1,0,1,2,2.186855,41.408523,2017,2017-09-10
2017S009665    ,Sant Marti,el Camp de l'Arpa del Clot,Freser                                            ,Tuesday,11,21,11,Morning,1,0,1,1,2.181234,41.413058,2017,2017-11-21
2017S006682    ,Sant Marti,el Clot,Meridiana / Aragó                                 ,Wednesday,8,2,8,Morning,2,0,2,2,2.186855,41.408523,2017,2017-08-02
2017S000365    ,Sant Marti,el Clot,BADAJOZ / Pl Glòries Catalan                      ,Saturday,1,14,17,Afternoon,0,0,0,2,2.188682,41.403765,2017,2017-01-14
2017S008384    ,Sant Marti,el Clot,Badajoz / Glòries Catalanes                       ,Wednesday,10,11,9,Morning,1,0,1,2,2.188682,41.403765,2017,2017-10-11
2017S007352    ,Sant Marti,el Clot,Independència / Meridiana                         ,Saturday,9,2,18,Afternoon,2,0,2,1,2.186854,41.405403,2017,2017-09-02
2017S008042    ,Sant Marti,Sant Martí de Provençals,C-31                                              ,Friday,9,29,15,Afternoon,1,0,1,3,2.201567,41.414188,2017,2017-09-29
2017S004855    ,Sant Marti,Sant Martí de Provençals,Andrade                                           ,Friday,6,2,12,Morning,1,0,1,2,2.197674,41.413248,2017,2017-06-02
